"ID","Bin","TaxonRelativeAbundance","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU924","Bin1",6.75222071470081e-06,"Eukaryota","Amoebozoa","Archamoebae","norank_p__Archamoebae","norank_p__Archamoebae","norank_p__Archamoebae","norank_p__Archamoebae","Ripella_platypodia"
"OTU925","Bin8",3.1761657756016e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae"
"OTU926","Bin18",1.15516926695269e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Litostomatea","Haptoria","norank_f__Haptoria","unclassified_g__norank_f__Haptoria"
"OTU927","Bin70",1.85505687450116e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Thecofilosea","Cryomonadida","unclassified_o__Cryomonadida","unclassified_o__Cryomonadida","unclassified_o__Cryomonadida"
"OTU928","Bin62",0.0368572824209693,"Eukaryota","Fungi","Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","Mucor_racemosus"
"OTU929","Bin32",4.09050161360265e-05,"Eukaryota","Chloroplastida","Phragmoplastophyta","Embryophyta","norank_c__Embryophyta","norank_c__Embryophyta","norank_c__Embryophyta","unclassified_g__norank_c__Embryophyta"
"OTU930","Bin15",3.47966949940271e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","unclassified_c__Intramacronucleata","unclassified_c__Intramacronucleata","unclassified_c__Intramacronucleata","unclassified_c__Intramacronucleata"
"OTU931","Bin10",2.70955021307774e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Chrysophyceae","Ochromonadales","norank_o__Ochromonadales","Paraphysomonas","unclassified_g__Paraphysomonas"
"OTU932","Bin51",8.21033683963438e-05,"Eukaryota","Fungi","Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","unclassified_g__norank_p__Chytridiomycota"
"OTU933","Bin66",4.51250429177033e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Schizophyllaceae","Schizophyllum","unclassified_g__Schizophyllum"
"OTU934","Bin38",3.46485913005705e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU935","Bin41",2.01064079248261e-05,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU936","Bin24",0.0051619253275249,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU937","Bin60",2.86740932200456e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU938","Bin1",1.04281921679842e-05,"Eukaryota","Discoba","Heterolobosea","Tetramitia","norank_c__Tetramitia","norank_c__Tetramitia","Tetramitus","unclassified_g__Tetramitus"
"OTU939","Bin68",2.87098515831018e-05,"Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","Ichthyosporea","Pseudoperkinsidae","norank_o__Pseudoperkinsidae","Anurofeca","Anurofeca_sp._LAH-2003"
"OTU940","Bin41",7.77656368889225e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU941","Bin8",1.72597679978554e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae"
"OTU942","Bin54",3.69841442160593e-06,"Eukaryota","Fungi","LKM15","norank_p__LKM15","norank_p__LKM15","norank_p__LKM15","norank_p__LKM15","unclassified_g__norank_p__LKM15"
"OTU943","Bin17",1.15516926695269e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Spirotrichea","Hypotrichia","unclassified_f__Hypotrichia","unclassified_f__Hypotrichia"
"OTU944","Bin30",5.51227737675889e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU945","Bin47",0.0515876923834816,"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_oligosperma"
"OTU946","Bin35",7.80931674300326e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU947","Bin51",4.57918222470249e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU948","Bin36",0.00158270286732437,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Oligohymenophorea","unclassified_f__Oligohymenophorea","unclassified_f__Oligohymenophorea"
"OTU949","Bin26",1.48303510949577e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Dictyochophyceae","Pedinellales","norank_o__Pedinellales","Pseudopedinella","uncultured_eukaryote_g__Pseudopedinella"
"OTU950","Bin16",0.000107509874482443,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Spirotrichea","Choreotrichia","norank_f__Choreotrichia","unclassified_g__norank_f__Choreotrichia"
"OTU951","Bin5",0.0010187145576605,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU952","Bin32",4.96796633625785e-06,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","Neochlorosarcina_negevensis"
"OTU953","Bin72",2.89600214419448e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU954","Bin68",7.24192024528941e-06,"Eukaryota","Animalia","Annelida","Clitellata","Haplotaxida","norank_o__Haplotaxida","norank_o__Haplotaxida","invertebrate_environmental_sample_o__Haplotaxida"
"OTU955","Bin25",1.69833312721635e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Oligohymenophorea","Paramecium","Paramecium_tetraurelia"
"OTU956","Bin20",1.11414157619837e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Postciliodesmatophora","Heterotrichea","norank_o__Heterotrichea","unclassified_f__norank_o__Heterotrichea","unclassified_f__norank_o__Heterotrichea"
"OTU957","Bin24",1.11414157619837e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Perkinsidae","A31","norank_o__A31","norank_o__A31","unclassified_g__norank_o__A31"
"OTU958","Bin68",2.22828315239674e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU959","Bin41",1.71565257181937e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU960","Bin65",1.68873335746737e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidia","uncultured_Basidiomycota_g__Exidia"
"OTU961","Bin43",1.50195853900207e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU962","Bin44",1.11414157619837e-06,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","Neobodonida","norank_o__Neobodonida","Rhynchomonas","unclassified_g__Rhynchomonas"
"OTU963","Bin36",1.11414157619837e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU964","Bin26",3.52192747782591e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","unclassified_p__norank_k__Amoebozoa","unclassified_p__norank_k__Amoebozoa","unclassified_p__norank_k__Amoebozoa","unclassified_p__norank_k__Amoebozoa","unclassified_p__norank_k__Amoebozoa"
"OTU965","Bin6",1.11414157619837e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU966","Bin71",1.11414157619837e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU967","Bin18",3.34242472859511e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Litostomatea","Haptoria","unclassified_f__Haptoria","unclassified_f__Haptoria"
"OTU968","Bin15",5.13390844295927e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","unclassified_c__Intramacronucleata","unclassified_c__Intramacronucleata","unclassified_c__Intramacronucleata","unclassified_c__Intramacronucleata"
"OTU969","Bin77",1.11414157619837e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Thecofilosea","norank_c__Thecofilosea","norank_c__Thecofilosea","norank_c__Thecofilosea","unclassified_g__norank_c__Thecofilosea"
"OTU970","Bin42",1.67121236429756e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU971","Bin28",1.11414157619837e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Bacillariophyceae","norank_c__Bacillariophyceae","norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae"
"OTU972","Bin60",1.11414157619837e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU973","Bin14",5.59056194496914e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"OTU974","Bin76",5.14646503156917e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","Cercomonas","uncultured_freshwater_cercozoan_g__Cercomonas"
"OTU975","Bin1",1.6106876020426e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU976","Bin54",1.11414157619837e-06,"Eukaryota","Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia"
"OTU977","Bin36",1.11414157619837e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU978","Bin14",1.11414157619837e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","Gregarina","unclassified_g__Gregarina"
"OTU979","Bin49",1.67121236429756e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU980","Bin44",1.67121236429756e-06,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","unclassified_c__Kinetoplastea","unclassified_c__Kinetoplastea","unclassified_c__Kinetoplastea","unclassified_c__Kinetoplastea"
"OTU981","Bin38",7.89277844663891e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Prostomatea","Cryptocaryon","unclassified_g__Cryptocaryon"
"OTU982","Bin7",2.22828315239674e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae"
"OTU983","Bin73",1.11414157619837e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","unclassified_g__norank_c__Cercomonadidae"
"OTU984","Bin18",3.25258715920876e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Colpodea","Platyophrya","metagenome_g__Platyophrya"
"OTU985","Bin68",4.54570253557444e-06,"Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","Choanoflagellida","norank_c__Choanoflagellida","norank_c__Choanoflagellida","norank_c__Choanoflagellida","uncultured_freshwater_eukaryote_c__Choanoflagellida"
"OTU986","Bin16",1.67121236429756e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Spirotrichea","unclassified_o__Spirotrichea","unclassified_o__Spirotrichea","unclassified_o__Spirotrichea"
"OTU987","Bin36",3.9799098751912e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","marine_metagenome_k__Amoebozoa"
"OTU988","Bin49",1.11414157619837e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU989","Bin66",1.11414157619837e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU990","Bin16",5.33529452688026e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Spirotrichea","Choreotrichia","norank_f__Choreotrichia","unclassified_g__norank_f__Choreotrichia"
"OTU991","Bin7",1.13399564017565e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Chrysophyceae","norank_c__Chrysophyceae","norank_c__Chrysophyceae","norank_c__Chrysophyceae","unclassified_g__norank_c__Chrysophyceae"
"OTU992","Bin26",1.4421119381727e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU993","Bin43",1.67121236429756e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU994","Bin47",3.45322925247087e-05,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Helminthosporium","unclassified_g__Helminthosporium"
"OTU995","Bin1",1.63932921271542e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU996","Bin26",7.77042046827111e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU997","Bin65",5.90158516577553e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes"
"OTU998","Bin56",9.83597527629255e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU999","Bin37",3.60652426797393e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Centramoebida","norank_o__Centramoebida","Acanthamoeba","unclassified_g__Acanthamoeba"
"OTU1000","Bin37",1.55799817851767e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU1001","Bin30",1.31146337017234e-06,"Eukaryota","Amoebozoa","SAR_k__Amoebozoa","Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","Sorodiplophrys","uncultured_eukaryote_g__Sorodiplophrys"
"OTU1002","Bin70",3.56595431606535e-06,"Eukaryota","norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota"
"OTU1003","Bin59",1.88364391706374e-06,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","unclassified_o__Saccharomycetales","unclassified_o__Saccharomycetales","unclassified_o__Saccharomycetales"
"OTU1004","Bin70",6.5573168508617e-07,"Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","Choanoflagellida","norank_c__Choanoflagellida","norank_c__Choanoflagellida","norank_c__Choanoflagellida","Desmarella_moniliformis"
"OTU1005","Bin63",4.2622559530601e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1006","Bin14",4.2622559530601e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"OTU1007","Bin2",2.95079258288776e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1008","Bin68",6.5573168508617e-07,"Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","Choanoflagellida","Codosigidae","norank_o__Codosigidae","Freshwater_Choanoflagellates_1","unclassified_g__Freshwater_Choanoflagellates_1"
"OTU1009","Bin6",0.000260163199171575,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1010","Bin28",2.11506896661685e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Mediophyceae","norank_c__Mediophyceae","norank_c__Mediophyceae","unclassified_f__norank_c__Mediophyceae","unclassified_f__norank_c__Mediophyceae"
"OTU1011","Bin56",6.76468383529506e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1012","Bin65",2.56870605087951e-06,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unclassified_o__Tremellales","unclassified_o__Tremellales","unclassified_o__Tremellales"
"OTU1013","Bin63",1.68898387498776e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1014","Bin68",0.000110645912406066,"Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","Choanoflagellida","Codosigidae","norank_o__Codosigidae","Freshwater_Choanoflagellates_1","unclassified_g__Freshwater_Choanoflagellates_1"
"OTU1015","Bin63",6.32068406654717e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1016","Bin53",9.83597527629255e-07,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU1017","Bin37",1.04105670575615e-05,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Centramoebida","norank_o__Centramoebida","Acanthamoeba","Acanthamoeba_polyphaga"
"OTU1018","Bin30",1.96545178171795e-06,"Eukaryota","Amoebozoa","SAR_k__Amoebozoa","Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","Sorodiplophrys","metagenome_g__Sorodiplophrys"
"OTU1019","Bin47",3.51846290647331e-06,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales"
"OTU1020","Bin1",1.83604871824128e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1021","Bin18",1.31146337017234e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Colpodea","unclassified_f__Colpodea","unclassified_f__Colpodea"
"OTU1022","Bin57",1.01679152569991e-06,"Eukaryota","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","unclassified_f__Ustilaginaceae","unclassified_f__Ustilaginaceae"
"OTU1023","Bin63",0.000158986682586656,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1024","Bin47",6.5573168508617e-07,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"OTU1025","Bin45",9.91178604835826e-06,"Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","norank_o__Helotiales","norank_o__Helotiales","Helotiales_sp."
"OTU1026","Bin26",1.31146337017234e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Dictyochophyceae","Pedinellales","norank_o__Pedinellales","unclassified_f__norank_o__Pedinellales","unclassified_f__norank_o__Pedinellales"
"OTU1027","Bin37",4.67496315659937e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1028","Bin47",1.68022475752655e-06,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales"
"OTU1029","Bin44",4.5113324671575e-06,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","Neobodonida","norank_o__Neobodonida","Rhynchomonas","Rhynchomonas_nasuta"
"OTU1030","Bin1",1.07140809283066e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1031","Bin29",1.23899614221708e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1032","Bin2",2.37596843270295e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1033","Bin46",9.29376838164085e-07,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU1034","Bin30",6.01510995621e-07,"Eukaryota","Amoebozoa","SAR_k__Amoebozoa","Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","Sorodiplophrys","unclassified_g__Sorodiplophrys"
"OTU1035","Bin45",6.01510995621e-07,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"OTU1036","Bin44",3.007554978105e-06,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","Neobodonida","norank_o__Neobodonida","Neobodo","unclassified_g__Neobodo"
"OTU1037","Bin10",1.01317061354946e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota"
"OTU1038","Bin28",9.022664934315e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
