"Bin","TaxonRelativeAbundance","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Bin67",1.78923378377011e-05,"Eukaryota","Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia"
"Bin54",7.77958264095048e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin53",3.11183305638019e-06,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"Bin12",1.10592862606938e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"Bin42",3.11183305638019e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin65",9.69946210965397e-06,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unclassified_o__Tremellales","unclassified_o__Tremellales","unclassified_o__Tremellales"
"Bin54",3.11183305638019e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin58",2.72285392433267e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin61",5.05672871661781e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin62",2.33387479228514e-06,"Eukaryota","Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia"
"Bin42",7.00162437685543e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin22",0.000146633511089478,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin56",2.26833164392906e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin43",7.77958264095048e-06,"Eukaryota","Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia"
"Bin65",1.32505949815309e-05,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Tropicoporus","Tropicoporus_linteus_g__Tropicoporus"
"Bin33",3.50515261898868e-05,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Trebouxiophyceae","norank_c__Trebouxiophyceae","norank_c__Trebouxiophyceae","norank_c__Trebouxiophyceae","uncultured_Chlorellales"
"Bin9",2.57681637673753e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Xanthophyceae","Mischococcales","norank_o__Mischococcales","Chlorellidium","Chlorellidium_tetrabotrys"
"Bin58",2.19916892378734e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin54",3.69165555796657e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin51",1.16693739614257e-06,"Eukaryota","Fungi","Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","unclassified_g__norank_p__Chytridiomycota"
"Bin69",3.91502822735352e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin18",6.5250470455892e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","norank_f__Eugregarinorida","unclassified_g__norank_f__Eugregarinorida"
"Bin43",1.30500940911784e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin32",2.46017867607053e-06,"Eukaryota","Chloroplastida","Phragmoplastophyta","Embryophyta","norank_c__Embryophyta","norank_c__Embryophyta","norank_c__Embryophyta","Pinus_taeda_loblolly_pine_c__Embryophyta"
"Bin30",1.95751411367676e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","MAST-12C","norank_c__MAST-12C","norank_c__MAST-12C","norank_c__MAST-12C","unclassified_g__norank_c__MAST-12C"
"Bin7",2.61001881823568e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae"
"Bin40",1.30500940911784e-06,"Eukaryota","Animalia","Arthropoda","Maxillopoda","Calanoida","norank_o__Calanoida","norank_o__Calanoida","unclassified_g__norank_o__Calanoida"
"Bin69",2.52832164650961e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin73",6.99366840952673e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Novel_Clade_2","norank_c__Novel_Clade_2","norank_c__Novel_Clade_2","norank_c__Novel_Clade_2","uncultured_freshwater_cercozoan_c__Novel_Clade_2"
"Bin74",1.30500940911784e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin69",1.30500940911784e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin2",7.47655936042107e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Dactylopodida","norank_o__Dactylopodida","Korotnevella","unclassified_g__Korotnevella"
"Bin71",6.18350551781815e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin69",1.30500940911784e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin70",1.95751411367676e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin69",1.87581694195069e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin70",4.23161466658952e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea"
"Bin7",2.53443896575323e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin37",1.63886890501671e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin69",1.30500940911784e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin69",1.30500940911784e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin70",1.95751411367676e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin32",1.30500940911784e-06,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","norank_k__Chloroplastida","norank_k__Chloroplastida","norank_k__Chloroplastida","norank_k__Chloroplastida","Chlorokybus_atmophyticus"
"Bin69",2.44662447478354e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin2",1.30500940911784e-06,"Eukaryota","Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","unclassified_g__norank_k__Cryptophyceae"
"Bin51",2.32612365652947e-06,"Eukaryota","Fungi","Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","unclassified_g__norank_p__Chytridiomycota"
"Bin38",4.16095481051768e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Prostomatea","Cryptocaryon","unclassified_g__Cryptocaryon"
"Bin65",3.02614895310377e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes"
"Bin47",1.89134309568986e-06,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"Bin65",6.44633926024274e-06,"Eukaryota","Fungi","Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota"
"Bin56",2.18911542040558e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin66",8.36720604485828e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes"
"Bin53",1.51307447655188e-06,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","Leptosphaeria_biglobosa_brassicae_group_g__Leptosphaeria"
"Bin65",7.26207735398832e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes"
"Bin65",2.60325610561535e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes"
"Bin57",4.16095481051768e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin4",2.26961171482783e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Tubulinea","norank_c__Tubulinea","norank_c__Tubulinea","BOLA868","unclassified_g__BOLA868"
"Bin12",0.000279918778162099,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"Bin62",1.51307447655188e-06,"Eukaryota","Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia"
"Bin64",3.40441757224174e-06,"Eukaryota","Amoebozoa","Myxogastria","norank_p__Myxogastria","norank_p__Myxogastria","norank_p__Myxogastria","Badhamia","unclassified_g__Badhamia"
"Bin66",7.56537238275942e-07,"Eukaryota","Fungi","Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota"
"Bin65",3.69343773467881e-06,"Eukaryota","Fungi","Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota"
"Bin53",2.26961171482783e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin66",1.19500887997289e-05,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","norank_c__Agaricomycetes","norank_c__Agaricomycetes","norank_c__Agaricomycetes","Hyphodontia_sambuci"
"Bin62",7.56537238275942e-07,"Eukaryota","Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia"
"Bin6",3.02614895310377e-06,"Eukaryota","Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa"
"Bin65",7.25130272590101e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Flammulina","Flammulina_velutipes"
"Bin52",1.13480585741391e-06,"Eukaryota","Fungi","Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","unclassified_g__norank_p__Chytridiomycota"
"Bin66",2.22498748647738e-06,"Eukaryota","Fungi","Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota"
"Bin30",3.40441757224174e-06,"Eukaryota","Amoebozoa","SAR_k__Amoebozoa","Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","Sorodiplophrys","unclassified_g__Sorodiplophrys"
"Bin70",3.03330344632011e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin51",3.15292628642353e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin23",5.90612622024583e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin70",1.89134309568986e-06,"Eukaryota","Animalia","Arthropoda","Arachnida","norank_c__Arachnida","norank_c__Arachnida","norank_c__Arachnida","Rhagidiidae_gen._sp._AD1060"
"Bin12",1.14435420107964e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"Bin75",2.05018156370511e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Imbricatea","norank_c__Imbricatea","Thaumatomonadida","Thaumatomonas","unclassified_g__Thaumatomonas"
"Bin65",7.82458891021754e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Sistotrema","Sistotrema_brinkmannii"
"Bin61",1.84104483852621e-06,"Eukaryota","Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia"
"Bin55",1.53309925429884e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin30",7.56537238275942e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin3",1.51307447655188e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin11",8.91038170303906e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","unclassified_o__Gregarinasina","unclassified_o__Gregarinasina","unclassified_o__Gregarinasina"
"Bin65",4.28773214383744e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes"
"Bin55",2.26961171482783e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin42",5.77221897581803e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin66",2.26961171482783e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin11",0.000148678664008554,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Neogregarinorida","Mattesia","Mattesia_sp._SV-2003"
"Bin22",1.51307447655188e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin21",1.13480585741391e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin76",7.08986081825968e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin18",6.43056652534551e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Colpodea","Colpoda","metagenome_g__Colpoda"
"Bin36",7.9058141399836e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","norank_f__Eugregarinorida","unclassified_g__norank_f__Eugregarinorida"
"Bin68",1.13480585741391e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
