"","taxon.name"
"3992","OTU3628"
"3993","OTU3414"
"3994","OTU3706"
"3995","OTU673"
"3996","OTU3735"
"3997","OTU550"
"3998","OTU422"
"3999","OTU526"
"4000","OTU923"
"4001","OTU913"
"4002","OTU1063"
"4003","OTU3648"
"4004","OTU534"
"4005","OTU573"
"4006","OTU3949"
"4007","OTU1847"
"4008","OTU833"
"4009","OTU1340"
"4010","OTU117"
"4011","OTU2365"
"4012","OTU1119"
"4013","OTU1540"
"4014","OTU2046"
"4015","OTU2112"
"4016","OTU2828"
"4017","OTU3630"
"4018","OTU474"
"4019","OTU1035"
"4020","OTU1177"
"4021","OTU3214"
"4022","OTU3895"
"4023","OTU2832"
"4024","OTU2604"
"4025","OTU2036"
"4026","OTU2514"
"4027","OTU1680"
"4028","OTU1651"
"4029","OTU3047"
"4030","OTU2736"
"4031","OTU1836"
"4032","OTU2025"
"4033","OTU1487"
"4034","OTU1769"
"4035","OTU3000"
"4036","OTU1478"
"4037","OTU2014"
"4038","OTU2326"
"4039","OTU1496"
"4040","OTU4039"
"4041","OTU2799"
"4042","OTU345"
"4043","OTU2328"
"4044","OTU1152"
"4045","OTU1632"
"4046","OTU1450"
"4047","OTU337"
"4048","OTU1025"
"4049","OTU349"
"4050","OTU1857"
"4051","OTU3099"
"4052","OTU2599"
"4053","OTU390"
"4054","OTU1869"
"4055","OTU1780"
"4056","OTU3131"
"4057","OTU1206"
"4058","OTU1350"
"4059","OTU2880"
"4060","OTU1231"
"4061","OTU1774"
"4062","OTU380"
"4063","OTU3336"
"4064","OTU3871"
"4065","OTU1863"
"4066","OTU547"
"4067","OTU1163"
"4068","OTU1820"
"4069","OTU1595"
"4070","OTU3112"
"4071","OTU3256"
"4072","OTU3335"
"4073","OTU3919"
"4074","OTU2069"
"4075","OTU3368"
"4076","OTU1603"
"4077","OTU1144"
"4078","OTU382"
"4079","OTU442"
"4080","OTU1033"
"4081","OTU1058"
"4082","OTU878"
"4083","OTU1046"
"4084","OTU1887"
"4085","OTU1199"
"4086","OTU1601"
"4087","OTU1542"
"4088","OTU1679"
"4089","OTU2645"
"4090","OTU2818"
"4091","OTU2637"
"4092","OTU3942"
"4093","OTU1719"
"4094","OTU1665"
"4095","OTU1742"
"4096","OTU30"
"4097","OTU1573"
"4098","OTU3002"
"4099","OTU3295"
"4100","OTU3141"
"4101","OTU2098"
"4102","OTU1776"
"4103","OTU1488"
"4104","OTU1710"
"4105","OTU3251"
"4106","OTU444"
"4107","OTU2870"
"4108","OTU3012"
"4109","OTU3946"
"4110","OTU2801"
"4111","OTU1358"
"4112","OTU868"
"4113","OTU1313"
"4114","OTU2341"
"4115","OTU1019"
"4116","OTU2460"
"4117","OTU3316"
"4118","OTU1291"
"4119","OTU2932"
"4120","OTU1622"
"4121","OTU2107"
"4122","OTU2378"
"4123","OTU2077"
"4124","OTU3181"
"4125","OTU1024"
"4126","OTU2951"
"4127","OTU332"
"4128","OTU3459"
"4129","OTU945"
"4130","OTU848"
"4131","OTU3744"
"4132","OTU840"
"4133","OTU351"
"4134","OTU3468"
"4135","OTU3463"
"4136","OTU3989"
"4137","OTU3578"
"4138","OTU1174"
"4139","OTU3570"
"4140","OTU1150"
"4141","OTU1249"
"4142","OTU2198"
"4143","OTU1558"
"4144","OTU1733"
"4145","OTU1074"
"4146","OTU2833"
"4147","OTU1411"
"4148","OTU1190"
"4149","OTU3707"
"4150","OTU3444"
"4151","OTU2915"
"4152","OTU1549"
"4153","OTU1547"
"4154","OTU1405"
"4155","OTU1028"
"4156","OTU3569"
"4157","OTU1952"
"4158","OTU2600"
"4159","OTU2612"
"4160","OTU2641"
"4161","OTU1057"
"4162","OTU487"
"4163","OTU1848"
"4164","OTU1462"
"4165","OTU1459"
"4166","OTU1068"
"4167","OTU994"
"4168","OTU1139"
"4169","OTU1290"
