OTU ID	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1720	Eukaryota	Animalia	Arthropoda	Insecta	Hymenoptera	norank_o__Hymenoptera	norank_o__Hymenoptera	unclassified_g__norank_o__Hymenoptera
OTU1721	Eukaryota	Fungi	LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	unclassified_g__norank_p__LKM15
OTU1722	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1723	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1724	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	Spongiochloris_spongiosa
OTU1725	Eukaryota	Amoebozoa	Myxogastria	norank_p__Myxogastria	norank_p__Myxogastria	norank_p__Myxogastria	unclassified_f__norank_p__Myxogastria	unclassified_f__norank_p__Myxogastria
OTU1726	Eukaryota	Fungi	Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota
OTU1727	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1728	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1729	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1730	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1731	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1732	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1733	Eukaryota	Fungi	Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota
OTU1734	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Ascetosporea	Haplosporida	norank_o__Haplosporida	unclassified_f__norank_o__Haplosporida	unclassified_f__norank_o__Haplosporida
OTU1735	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1736	Eukaryota	Fungi	LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	unclassified_g__norank_p__LKM15
OTU1737	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1738	Eukaryota	Animalia	Mollusca	Gastropoda	Caenogastropoda	norank_o__Caenogastropoda	norank_o__Caenogastropoda	unclassified_g__norank_o__Caenogastropoda
OTU1739	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1740	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1741	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1742	Eukaryota	Fungi	Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota
OTU1743	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	Sellaphora	unclassified_g__Sellaphora
OTU1744	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1745	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	unclassified_o__Thelephorales	unclassified_o__Thelephorales	unclassified_o__Thelephorales
OTU1746	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Glissomonadida	norank_c__Glissomonadida	norank_c__Glissomonadida	Allantion	unclassified_g__Allantion
OTU1747	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1748	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1749	Eukaryota	Fungi	LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	unclassified_g__norank_p__LKM15
OTU1750	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1751	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1752	Eukaryota	norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota
OTU1753	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1754	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1755	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1756	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	unclassified_g__Suillus
OTU1757	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1758	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes
OTU1759	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1760	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes
OTU1761	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1762	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1763	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1764	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	unclassified_f__Bulleribasidiaceae	unclassified_f__Bulleribasidiaceae
OTU1765	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	unclassified_g__norank_c__Trebouxiophyceae
OTU1766	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes
OTU1767	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	unclassified_o__Thelephorales	unclassified_o__Thelephorales	unclassified_o__Thelephorales
OTU1768	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Cercomonadidae	norank_c__Cercomonadidae	norank_c__Cercomonadidae	Cercomonas	unclassified_g__Cercomonas
OTU1769	Eukaryota	Fungi	Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota
OTU1770	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1771	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1772	Eukaryota	Chloroplastida	Phragmoplastophyta	Embryophyta	norank_c__Embryophyta	norank_c__Embryophyta	norank_c__Embryophyta	unclassified_g__norank_c__Embryophyta
OTU1773	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes
OTU1774	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	unclassified_o__Xylariales	unclassified_o__Xylariales	unclassified_o__Xylariales
OTU1775	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1776	Eukaryota	Fungi	Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota
OTU1777	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1778	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	unclassified_o__Spirotrichea	unclassified_o__Spirotrichea	unclassified_o__Spirotrichea
OTU1779	Eukaryota	Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	uncultured_Eimeriidae_k__Amoebozoa
OTU1780	Eukaryota	Fungi	Ascomycota	Sordariomycetes	unclassified_c__Sordariomycetes	unclassified_c__Sordariomycetes	unclassified_c__Sordariomycetes	unclassified_c__Sordariomycetes
OTU1781	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1782	Eukaryota	Fungi	LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	unclassified_g__norank_p__LKM15
OTU1783	Eukaryota	Animalia	Nematozoa	Chromadorea	Tylenchida	norank_o__Tylenchida	norank_o__Tylenchida	unclassified_g__norank_o__Tylenchida
OTU1784	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1785	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1786	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1787	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1788	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1789	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Glissomonadida	norank_c__Glissomonadida	norank_c__Glissomonadida	unclassified_f__norank_c__Glissomonadida	unclassified_f__norank_c__Glissomonadida
OTU1790	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1791	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1792	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Cercomonadidae	norank_c__Cercomonadidae	norank_c__Cercomonadidae	norank_c__Cercomonadidae	unclassified_g__norank_c__Cercomonadidae
OTU1793	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	norank_f__Eugregarinorida	unclassified_g__norank_f__Eugregarinorida
OTU1794	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae
OTU1795	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1796	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1797	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Cryptosporida	norank_o__Cryptosporida	Cryptosporidium	uncultured_eukaryote_g__Cryptosporidium
OTU1798	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1799	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	norank_f__Omphalotaceae	uncultured_fungus_f__Omphalotaceae
OTU1800	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1801	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1802	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1803	Eukaryota	Fungi	Cryptomycota	norank_p__Cryptomycota	norank_p__Cryptomycota	norank_p__Cryptomycota	norank_p__Cryptomycota	uncultured_eukaryote_p__Cryptomycota
OTU1804	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1805	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1806	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1807	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1808	Eukaryota	Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia
OTU1809	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	unclassified_g__norank_c__Chlorophyceae
OTU1810	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	unclassified_g__norank_c__Trebouxiophyceae
OTU1811	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1812	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1813	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Cercomonadidae	norank_c__Cercomonadidae	norank_c__Cercomonadidae	Cercomonas	eukaryotic_picoplankton_environmental_sample_g__Cercomonas
OTU1814	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes
OTU1815	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1816	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1817	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1818	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1819	Eukaryota	Fungi	LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	unclassified_g__norank_p__LKM15
OTU1820	Eukaryota	Fungi	Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota
OTU1821	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1822	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	Elliptochloris_marina
OTU1823	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1824	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Hypotrichia	Oxytricha	Oxytricha_granulifera
OTU1825	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1826	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1827	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1828	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1829	Eukaryota	Fungi	Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	Umbelopsis_nana
OTU1830	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1831	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_alnicola
OTU1832	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1833	Eukaryota	Amoebozoa	Myxogastria	norank_p__Myxogastria	norank_p__Myxogastria	norank_p__Myxogastria	norank_p__Myxogastria	unclassified_g__norank_p__Myxogastria
OTU1834	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1835	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	norank_f__Eugregarinorida	unclassified_g__norank_f__Eugregarinorida
