OTU ID	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU732	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	unclassified_f__norank_o__Cryptomonadales	unclassified_f__norank_o__Cryptomonadales
OTU733	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU734	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU735	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae
OTU736	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep
OTU737	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	Chroomonas	unclassified_g__Chroomonas
OTU738	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU739	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU740	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae
OTU741	Eukaryota	Amoebozoa	norank_k__Amoebozoa	Discosea	norank_c__Discosea	norank_c__Discosea	norank_c__Discosea	Mayorella_sp._JJP-2003
OTU742	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Hypotrichia	Halteria	uncultured_alveolate_g__Halteria
OTU743	Eukaryota	Chloroplastida	norank_k__Chloroplastida	unclassified_p__norank_k__Chloroplastida	unclassified_p__norank_k__Chloroplastida	unclassified_p__norank_k__Chloroplastida	unclassified_p__norank_k__Chloroplastida	unclassified_p__norank_k__Chloroplastida
OTU744	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU745	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU746	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU747	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU748	Eukaryota	Animalia	Rotifera	Monogononta	Ploimida	norank_o__Ploimida	norank_o__Ploimida	unclassified_g__norank_o__Ploimida
OTU749	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU750	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU751	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	eukaryotic_picoplankton_environmental_sample_k__Cryptophyceae
OTU752	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	unclassified_f__Eugregarinorida	unclassified_f__Eugregarinorida
OTU753	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU754	Eukaryota	Animalia	Arthropoda	Maxillopoda	Cyclopoida	norank_o__Cyclopoida	norank_o__Cyclopoida	unclassified_g__norank_o__Cyclopoida
OTU755	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Choreotrichia	Tintinnidium	unclassified_g__Tintinnidium
OTU756	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Prostomatea	Coleps	unclassified_g__Coleps
OTU757	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	Gregarina	Heterocapsaceae_environmental_sample
OTU758	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae
OTU759	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	norank_o__Saccharomycetales	norank_o__Saccharomycetales	unclassified_g__norank_o__Saccharomycetales
OTU760	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	unclassified_f__norank_p__SAR_d__Eukaryota	unclassified_f__norank_p__SAR_d__Eukaryota
OTU761	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU762	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	unclassified_f__norank_p__SAR_d__Eukaryota	unclassified_f__norank_p__SAR_d__Eukaryota
OTU763	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU764	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Imbricatea	norank_c__Imbricatea	Euglyphida	norank_f__Euglyphida	metagenome_f__Euglyphida
OTU765	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae
OTU766	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU767	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	Melosirids	Aulacoseira	unclassified_g__Aulacoseira
OTU768	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	Bicosoeca	metagenome_g__Bicosoeca
OTU769	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU770	Eukaryota	Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia
OTU771	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU772	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	Ochromonadales	norank_o__Ochromonadales	Paraphysomonas	unclassified_g__Paraphysomonas
OTU773	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	unclassified_g__Rhodotorula
OTU774	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU775	Eukaryota	Amoebozoa	norank_k__Amoebozoa	Tubulinea	norank_c__Tubulinea	Phryganellina	Cryptodifflugia	unclassified_g__Cryptodifflugia
OTU776	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep
OTU777	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	Teleaulax	unclassified_g__Teleaulax
OTU778	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU779	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dinophyceae	Peridiniales	norank_o__Peridiniales	Peridiniopsis	Unruhdinium_jiulongense
OTU780	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU781	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	Cryptomonas	unclassified_g__Cryptomonas
OTU782	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae
OTU783	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Hypotrichia	Halteria	unclassified_g__Halteria
OTU784	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU785	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Choreotrichia	Tintinnidium	unclassified_g__Tintinnidium
OTU786	Eukaryota	Animalia	Vertebrata	Mammalia	norank_c__Mammalia	norank_c__Mammalia	norank_c__Mammalia	Oryctolagus_cuniculus_rabbit
OTU787	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	unclassified_f__norank_o__Cryptomonadales	unclassified_f__norank_o__Cryptomonadales
OTU788	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU789	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU790	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	Chromulinales	norank_o__Chromulinales	Poteriospumella	Spumella-like_flagellate_JBC07
OTU791	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU792	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	Cryptomonas	Cryptomonas_curvata
OTU793	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	unclassified_f__Ustilaginaceae	unclassified_f__Ustilaginaceae
OTU794	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	P34.45	norank_o__P34.45	norank_o__P34.45	unclassified_g__norank_o__P34.45
OTU795	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Perkinsidae	A31	norank_o__A31	norank_o__A31	unclassified_g__norank_o__A31
OTU796	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	P34.45	norank_o__P34.45	norank_o__P34.45	uncultured_Chrysophyceae_o__P34.45
OTU797	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	Ochromonadales	norank_o__Ochromonadales	Dinobryon	unclassified_g__Dinobryon
OTU798	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae
OTU799	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	Ochromonadales	norank_o__Ochromonadales	Ochromonas	unclassified_g__Ochromonas
OTU800	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Litostomatea	Haptoria	unclassified_f__Haptoria	unclassified_f__Haptoria
OTU801	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU802	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dinophyceae	Gymnodiniphycidae	Suessiaceae	Biecheleria	uncultured_alveolate_g__Biecheleria
OTU803	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dictyochophyceae	Pedinellales	norank_o__Pedinellales	unclassified_f__norank_o__Pedinellales	unclassified_f__norank_o__Pedinellales
OTU804	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Litostomatea	Haptoria	Didinium	unclassified_g__Didinium
OTU805	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Choreotrichia	norank_f__Choreotrichia	unclassified_g__norank_f__Choreotrichia
OTU806	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	unclassified_c__Intramacronucleata	unclassified_c__Intramacronucleata	unclassified_c__Intramacronucleata	unclassified_c__Intramacronucleata
OTU807	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Oligotrichia	Strombidium	metagenome_g__Strombidium
OTU808	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	Cryptomonas	unclassified_g__Cryptomonas
OTU809	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Litostomatea	Haptoria	norank_f__Haptoria	unclassified_g__norank_f__Haptoria
OTU810	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU811	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Mediophyceae	norank_c__Mediophyceae	norank_c__Mediophyceae	Thalassiosira	unclassified_g__Thalassiosira
OTU812	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep
OTU813	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	Ochromonadales	norank_o__Ochromonadales	Paraphysomonas	uncultured_eukaryote_g__Paraphysomonas
OTU814	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	Bicosoeca	unclassified_g__Bicosoeca
OTU815	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae
OTU816	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Mediophyceae	norank_c__Mediophyceae	norank_c__Mediophyceae	Cyclotella	Cyclotella_choctawhatcheeana
OTU817	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU818	Eukaryota	Fungi	Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota
OTU819	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Chlorodendrophyceae	Chlorodendrales	norank_o__Chlorodendrales	Tetraselmis	unclassified_g__Tetraselmis
OTU820	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU821	Eukaryota	Cryptophyceae	Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	uncultured_Katablepharidaceae
OTU822	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU823	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Litostomatea	Haptoria	unclassified_f__Haptoria	unclassified_f__Haptoria
OTU824	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Litostomatea	Haptoria	Litonotus	Litonotus_sp._SZ08112701
OTU825	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	Teleaulax	uncultured_freshwater_cryptophyte_g__Teleaulax
OTU826	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep
OTU827	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Choreotrichia	norank_f__Choreotrichia	uncultured_Rimostrombidium
OTU828	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU829	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU830	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU831	Eukaryota	Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia
OTU832	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU833	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU834	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU835	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU836	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU837	Eukaryota	Chloroplastida	unclassified_k__Chloroplastida	unclassified_k__Chloroplastida	unclassified_k__Chloroplastida	unclassified_k__Chloroplastida	unclassified_k__Chloroplastida	unclassified_k__Chloroplastida
OTU838	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU839	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	unclassified_g__norank_k__Cryptophyceae
OTU840	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_oligosperma
OTU841	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU842	Eukaryota	norank_d__Eukaryota	norank_d__Eukaryota	Ichthyosporea	Rhinosporideacae	norank_o__Rhinosporideacae	Dermocystidium	Dermocystidium_sp._CM-2002
OTU843	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU844	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU845	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Hypotrichia	Halteria	unclassified_g__Halteria
OTU846	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Colpodea	unclassified_f__Colpodea	unclassified_f__Colpodea
OTU847	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU848	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_oligosperma
OTU849	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU850	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	Cryptomonas	unclassified_g__Cryptomonas
OTU851	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU852	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	Synurales	norank_o__Synurales	Mallomonas	unclassified_g__Mallomonas
OTU853	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU854	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU855	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae
OTU856	Eukaryota	norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota
OTU857	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU858	Eukaryota	Cryptophyceae	Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	uncultured_Katablepharidaceae
OTU859	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae
OTU860	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	unclassified_f__Ustilaginaceae	unclassified_f__Ustilaginaceae
OTU861	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU862	Eukaryota	Cryptophyceae	Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	uncultured_Katablepharidaceae
OTU863	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU864	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes
OTU865	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU866	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	Ochromonadales	norank_o__Ochromonadales	Ochromonas	uncultured_Spumella_g__Ochromonas
OTU867	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Euplotia	Euplotes	unclassified_g__Euplotes
