OTU ID	Domain	Phylum	Class	Order	Family	Genus
OTU7817	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU7818	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria
OTU7819	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	norank_o__Chloroplast	norank_o__Chloroplast
OTU7820	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307
OTU7821	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	unclassified_f__Oscillospiraceae
OTU7822	Bacteria	Candidatus_Kryptonia	Kryptonia	Kryptoniales	BSV26	norank_f__BSV26
OTU7823	Bacteria	Bacillota	Clostridia	Oscillospirales	Ethanoligenenaceae	norank_f__Ethanoligenenaceae
OTU7824	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Ga0074140
OTU7825	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7826	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum
OTU7827	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	norank_f__Anaerolineaceae
OTU7828	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	norank_f__Gemmataceae
OTU7829	Bacteria	Actinomycetota	Coriobacteriia	OPB41	norank_o__OPB41	norank_o__OPB41
OTU7830	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32
OTU7831	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	norank_f__Gemmataceae
OTU7832	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	unclassified_f__Micromonosporaceae
OTU7833	Bacteria	Myxococcota	Polyangiia	Blfdi19	norank_o__Blfdi19	norank_o__Blfdi19
OTU7834	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
OTU7835	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	unclassified_f__Ruminococcaceae
OTU7836	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587
OTU7837	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	norank_f__Entotheonellaceae
OTU7838	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	norank_o__Gaiellales	norank_o__Gaiellales
OTU7839	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	unclassified_f__Parachlamydiaceae
OTU7840	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	unclassified_f__Lachnospiraceae
OTU7841	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	norank_o__0319-6G20	norank_o__0319-6G20
OTU7842	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	unclassified_f__Micrococcaceae
OTU7843	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU7844	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	norank_o__0319-6G20	norank_o__0319-6G20
OTU7845	Bacteria	Bacillota	unclassified_p__Bacillota	unclassified_p__Bacillota	unclassified_p__Bacillota	unclassified_p__Bacillota
OTU7846	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Ruminiclostridium
OTU7847	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	norank_f__Babeliaceae
OTU7848	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	norank_f__Paenibacillaceae
OTU7849	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	norank_f__Gemmataceae
OTU7850	Bacteria	Actinomycetota	Actinobacteria	PeM15	norank_o__PeM15	norank_o__PeM15
OTU7851	Bacteria	Bacillota	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
OTU7852	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	unclassified_f__Oscillospiraceae
OTU7853	Bacteria	Bacillota	Clostridia	Oscillospirales	unclassified_o__Oscillospirales	unclassified_o__Oscillospirales
OTU7854	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	norank_f__JG30-KF-CM45
OTU7855	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14	norank_f__67-14
OTU7856	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Culicoidibacter
OTU7857	Bacteria	Chloroflexota	Ktedonobacteria	C0119	norank_o__C0119	norank_o__C0119
OTU7858	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU7859	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Sorangium
OTU7860	Bacteria	Thermodesulfobacteriota	unclassified_p__Thermodesulfobacteriota	unclassified_p__Thermodesulfobacteriota	unclassified_p__Thermodesulfobacteriota	unclassified_p__Thermodesulfobacteriota
OTU7861	Bacteria	Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile
OTU7862	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae	unclassified_f__Geodermatophilaceae
OTU7863	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura
OTU7864	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	unclassified_f__Parachlamydiaceae
OTU7865	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unclassified_o__Saccharimonadales	unclassified_o__Saccharimonadales
OTU7866	Bacteria	Acidobacteriota	Blastocatellia	DS-100	norank_o__DS-100	norank_o__DS-100
OTU7867	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces
OTU7868	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7869	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
OTU7870	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
OTU7871	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	norank_o__Chloroplast	norank_o__Chloroplast
OTU7872	Bacteria	Actinomycetota	Coriobacteriia	OPB41	norank_o__OPB41	norank_o__OPB41
OTU7873	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	norank_f__Rickettsiellaceae
OTU7874	Bacteria	Bacillota	Bacilli	Aneurinibacillales	Aneurinibacillaceae	Aneurinibacillus
OTU7875	Bacteria	Patescibacteria	Berkelbacteria	norank_c__Berkelbacteria	norank_c__Berkelbacteria	norank_c__Berkelbacteria
OTU7876	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Iamiaceae	Aquihabitans
OTU7877	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	norank_f__Babeliaceae
OTU7878	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
OTU7879	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaeromicropila
OTU7880	Bacteria	Cyanobacteriota	Vampirivibrionia	Gastranaerophilales	Gastranaerophilaceae	norank_f__Gastranaerophilaceae
OTU7881	Bacteria	Chloroflexota	Anaerolineae	RBG-13-54-9	norank_o__RBG-13-54-9	norank_o__RBG-13-54-9
OTU7882	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	unclassified_f__Lachnospiraceae
OTU7883	Bacteria	Bacillota	Clostridia	Clostridia_UCG-014	norank_o__Clostridia_UCG-014	norank_o__Clostridia_UCG-014
OTU7884	Bacteria	Patescibacteria	Berkelbacteria	norank_c__Berkelbacteria	norank_c__Berkelbacteria	norank_c__Berkelbacteria
OTU7885	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Gloeocapsaceae	Gloeocapsa
OTU7886	Bacteria	Actinomycetota	Actinobacteria	unclassified_c__Actinobacteria	unclassified_c__Actinobacteria	unclassified_c__Actinobacteria
OTU7887	Bacteria	Bacillota	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
OTU7888	Bacteria	Patescibacteria	Berkelbacteria	norank_c__Berkelbacteria	norank_c__Berkelbacteria	norank_c__Berkelbacteria
OTU7889	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Sporomusa
OTU7890	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7891	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	norank_o__0319-6G20	norank_o__0319-6G20
OTU7892	Bacteria	Dependentiae	Babeliae	Babeliales	unclassified_o__Babeliales	unclassified_o__Babeliales
OTU7893	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	unclassified_o__Chlamydiales	unclassified_o__Chlamydiales
OTU7894	Bacteria	Bacillota	Bacilli	unclassified_c__Bacilli	unclassified_c__Bacilli	unclassified_c__Bacilli
OTU7895	Bacteria	Bacillota	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter
OTU7896	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7897	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU7898	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Caryophanon
OTU7899	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	unclassified_f__Beijerinckiaceae
OTU7900	Bacteria	Armatimonadota	unclassified_p__Armatimonadota	unclassified_p__Armatimonadota	unclassified_p__Armatimonadota	unclassified_p__Armatimonadota
OTU7901	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylorubrum
OTU7902	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7903	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter
OTU7904	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7905	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	norank_o__Microtrichales	norank_o__Microtrichales
OTU7906	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU7907	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7908	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU7909	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
OTU7910	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	unclassified_f__Parachlamydiaceae
OTU7911	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14	norank_f__67-14
OTU7912	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	norank_f__Pirellulaceae
OTU7913	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	norank_f__Gemmataceae
OTU7914	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Chroococcidiopsis_PCC_7203
OTU7915	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella
OTU7916	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	unclassified_f__Micromonosporaceae
OTU7917	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus
OTU7918	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga
OTU7919	Bacteria	Bacillota	Desulfitobacteriia	Desulfitobacteriales	Heliobacteriaceae	norank_f__Heliobacteriaceae
OTU7920	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Chungangia
OTU7921	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	OM27_clade
OTU7922	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylocystis
OTU7923	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	unclassified_f__Parachlamydiaceae
OTU7924	Bacteria	Bacillota	Limnochordia	norank_c__Limnochordia	norank_c__Limnochordia	norank_c__Limnochordia
OTU7925	Bacteria	Chloroflexota	Ktedonobacteria	C0119	norank_o__C0119	norank_o__C0119
OTU7926	Bacteria	Bacillota	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter
OTU7927	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Shapirobacteria	norank_o__Candidatus_Shapirobacteria	norank_o__Candidatus_Shapirobacteria
OTU7928	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	unclassified_f__Clostridiaceae
OTU7929	Bacteria	Cyanobacteriota	Sericytochromatia	norank_c__Sericytochromatia	norank_c__Sericytochromatia	norank_c__Sericytochromatia
OTU7930	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	norank_f__Desulfobulbaceae
OTU7931	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea
OTU7932	Bacteria	Bacillota	Clostridia	Oscillospirales	UCG-010	norank_f__UCG-010
OTU7933	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella
OTU7934	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14	norank_f__67-14
OTU7935	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7936	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	unclassified_f__Streptomycetaceae
OTU7937	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	norank_o__Actinomarinales	norank_o__Actinomarinales
OTU7938	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	norank_f__JG30-KF-CM45
OTU7939	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7940	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	norank_f__Ktedonobacteraceae
OTU7941	Bacteria	Bacillota	BRH-c20a	norank_c__BRH-c20a	norank_c__BRH-c20a	norank_c__BRH-c20a
OTU7942	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	unclassified_f__Micrococcaceae
OTU7943	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	norank_f__Sandaracinaceae
OTU7944	Bacteria	Myxococcota	Polyangiia	Blfdi19	norank_o__Blfdi19	norank_o__Blfdi19
OTU7945	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
OTU7946	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
OTU7947	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
OTU7948	Bacteria	Cyanobacteriota	Sericytochromatia	norank_c__Sericytochromatia	norank_c__Sericytochromatia	norank_c__Sericytochromatia
OTU7949	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	norank_f__Parachlamydiaceae
OTU7950	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tautonia
OTU7951	Bacteria	Bacillota	Bacilli	Bacillales	unclassified_o__Bacillales	unclassified_o__Bacillales
OTU7952	Bacteria	Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota
OTU7953	Bacteria	Bacillota	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus
OTU7954	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	norank_o__Gaiellales	norank_o__Gaiellales
OTU7955	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
OTU7956	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	unclassified_f__Oscillospiraceae
OTU7957	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	norank_f__Babeliaceae
OTU7958	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10
OTU7959	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	unclassified_o__Chlamydiales	unclassified_o__Chlamydiales
OTU7960	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	unclassified_f__Methylomonadaceae
OTU7961	Bacteria	Bacillota	Bacilli	Bacillales	unclassified_o__Bacillales	unclassified_o__Bacillales
OTU7962	Bacteria	Patescibacteria	Parcubacteria	norank_c__Parcubacteria	norank_c__Parcubacteria	norank_c__Parcubacteria
OTU7963	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Ruminiclostridium
OTU7964	Bacteria	Bacillota	Bacilli	unclassified_c__Bacilli	unclassified_c__Bacilli	unclassified_c__Bacilli
OTU7965	Bacteria	Bacillota	Bacilli	unclassified_c__Bacilli	unclassified_c__Bacilli	unclassified_c__Bacilli
OTU7966	Bacteria	Actinomycetota	unclassified_p__Actinomycetota	unclassified_p__Actinomycetota	unclassified_p__Actinomycetota	unclassified_p__Actinomycetota
OTU7967	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU7968	Bacteria	Candidatus_Eremiobacterota	Eremiobacteria	norank_c__Eremiobacteria	norank_c__Eremiobacteria	norank_c__Eremiobacteria
OTU7969	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea
OTU7970	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	unclassified_f__Oscillospiraceae
OTU7971	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU7972	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU7973	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7974	Bacteria	Actinomycetota	unclassified_p__Actinomycetota	unclassified_p__Actinomycetota	unclassified_p__Actinomycetota	unclassified_p__Actinomycetota
OTU7975	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	unclassified_f__Oscillospiraceae
OTU7976	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhodomicrobiaceae	Rhodomicrobium
OTU7977	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU7978	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	norank_o__0319-6G20	norank_o__0319-6G20
OTU7979	Bacteria	Bacillota	Clostridia	Oscillospirales	unclassified_o__Oscillospirales	unclassified_o__Oscillospirales
OTU7980	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU7981	Bacteria	Actinomycetota	Actinobacteria	unclassified_c__Actinobacteria	unclassified_c__Actinobacteria	unclassified_c__Actinobacteria
OTU7982	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	unclassified_f__Clostridiaceae
OTU7983	Bacteria	Bacillota	Clostridia	Oscillospirales	UCG-010	norank_f__UCG-010
OTU7984	Bacteria	Bacillota	unclassified_p__Bacillota	unclassified_p__Bacillota	unclassified_p__Bacillota	unclassified_p__Bacillota
OTU7985	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_	norank_o__Gammaproteobacteria_	Candidatus_Berkiella
OTU7986	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7987	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7988	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7989	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU7990	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Enterovirga
OTU7991	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus
OTU7992	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	norank_f__Gemmataceae
OTU7993	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	unclassified_f__Oscillospiraceae
OTU7994	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
OTU7995	Bacteria	Sva0485	norank_p__Sva0485	norank_p__Sva0485	norank_p__Sva0485	norank_p__Sva0485
OTU7996	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	norank_f__Gemmataceae
OTU7997	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
OTU7998	Bacteria	Bacillota	Clostridia	Oscillospirales	Ethanoligenenaceae	norank_f__Ethanoligenenaceae
OTU7999	Bacteria	Dependentiae	Babeliae	Babeliales	unclassified_o__Babeliales	unclassified_o__Babeliales
OTU8000	Bacteria	Dependentiae	Babeliae	Babeliales	norank_o__Babeliales	norank_o__Babeliales
OTU8001	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	norank_f__Babeliaceae
OTU8002	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter
OTU8003	Bacteria	Actinomycetota	Actinobacteria	unclassified_c__Actinobacteria	unclassified_c__Actinobacteria	unclassified_c__Actinobacteria
OTU8004	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	norank_f__Acidiferrobacteraceae
OTU8005	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
OTU8006	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	norank_f__Vermiphilaceae
OTU8007	Bacteria	Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile
OTU8008	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	unclassified_o__Hyphomicrobiales	unclassified_o__Hyphomicrobiales
