"Bin","TaxonRelativeAbundance","Domain","Phylum","Class","Order","Family","Genus"
"Bin2",1.64380138934093e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","norank_f__NS11-12_marine_group"
"Bin65",3.36810269149272e-05,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Bin11",1.64380138934093e-06,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus"
"Bin33",8.2114310767191e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","unclassified_f__Hyphomonadaceae"
"Bin37",1.64380138934093e-06,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus"
"Bin34",1.64380138934093e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium"
"Bin47",1.64380138934093e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Pseudolysobacter"
"Bin57",1.64380138934093e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bin37",3.28760277868187e-06,"Bacteria","Bacillota","Bacilli","Bacillales","unclassified_o__Bacillales","unclassified_o__Bacillales"
"Bin87",2.04564407917946e-06,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"Bin11",1.64380138934093e-06,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus"
"Bin27",9.87432627136087e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum"
"Bin59",4.05847966655937e-06,"Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","norank_o__Gaiellales","norank_o__Gaiellales"
"Bin55",3.28760277868187e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria_","norank_o__Gammaproteobacteria_","Candidatus_Ovatusbacter"
"Bin37",6.33282740967677e-06,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus"
"Bin2",3.28760277868187e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","norank_f__AKYH767"
"Bin10",1.64380138934093e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin31",1.64380138934093e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria"
"Bin60",2.65506303956628e-05,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Acidiferrimicrobium"
"Bin70",1.64380138934093e-06,"Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae","E1B-B3-114"
"Bin36",1.64380138934093e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_f__Comamonadaceae"
"Bin60",3.85050920297003e-06,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Acidiferrimicrobium"
"Bin30",2.62415317877706e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","A0839","norank_f__A0839"
"Bin38",4.9314041680228e-06,"Bacteria","Acidobacteriota","Acidobacteriae","Elev-16S-1166","norank_o__Elev-16S-1166","norank_o__Elev-16S-1166"
"Bin17",3.88618321539133e-06,"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae","Pelotalea"
"Bin5",1.64380138934093e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","norank_f__Saprospiraceae"
"Bin41",1.49959498268447e-05,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14","norank_f__67-14"
"Bin71",1.73318635913008e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Bin47",0.000722950051317461,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Luteibacter"
"Bin10",7.90670379936127e-06,"Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"Bin7",4.67962047318028e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter"
"Bin16",2.59977953869512e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"Bin71",1.73318635913008e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Bin74",0.000250445428894296,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Parachlamydia"
"Bin12",2.15467335747546e-05,"Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"Bin57",0.000350164159689824,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera"
"Bin44",0.00219955946999831,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"Bin20",0.000141920080045125,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin1",2.0278297705351e-05,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Dyadobacter"
"Bin1",1.30756150851492e-05,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Dyadobacter"
"Bin1",6.41986961414897e-06,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Spirosoma"
"Bin12",1.29988976934756e-05,"Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"Bin44",5.93559113099198e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"Bin4",2.06588224714198e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea"
"Bin38",5.90458583323357e-05,"Bacteria","Chloroflexota","KD4-96","norank_c__KD4-96","norank_c__KD4-96","norank_c__KD4-96"
"Bin40",6.90067740972983e-06,"Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema_CCAP_1459-11B"
"Bin65",7.237698091693e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Bin65",7.01936016717329e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Bin50",0.00301040513899024,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bin69",3.09897659250495e-06,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","norank_o__Subgroup_7","norank_o__Subgroup_7"
"Bin28",5.35438297101586e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia"
"Bin31",1.73318635913008e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_f__Sphingomonadaceae"
"Bin71",2.59977953869512e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium"
"Bin57",0.0003745168594825,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin12",2.59977953869512e-06,"Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"Bin40",1.90157113194519e-05,"Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"Bin1",0.000140841582970306,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Spirosoma"
"Bin71",3.32572055880202e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","unclassified_f__Rhizobiaceae"
"Bin12",4.08406069250741e-05,"Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"Bin26",2.3658112065352e-05,"Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","norank_f__Gemmatimonadaceae"
"Bin79",3.49296031072073e-05,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin57",1.73318635913008e-06,"Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella"
"Bin4",2.39857813515388e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella"
"Bin1",0.000197863614797146,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","norank_f__NS9_marine_group"
"Bin48",1.73318635913008e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin61",1.32987089003704e-05,"Bacteria","Actinomycetota","MB-A2-108","norank_c__MB-A2-108","norank_c__MB-A2-108","norank_c__MB-A2-108"
"Bin47",2.59977953869512e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas"
"Bin33",1.2186208163726e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","unclassified_f__Hyphomonadaceae"
"Bin48",3.46637271826016e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin65",1.27470865522993e-05,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Nocardia"
"Bin33",2.43226868133434e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium"
"Bin64",1.21323045139106e-05,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","unclassified_f__Micrococcaceae"
"Bin36",3.46637271826016e-06,"Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"Bin12",0.000154205234642666,"Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella"
"Bin82",0.000230527543882468,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bin31",0.0039399385727303,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Bin24",3.41367168458974e-05,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"Bin48",3.72635067212967e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin48",2.42649550984024e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas"
"Bin77",1.73318635913008e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin65",3.82009007545385e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin57",4.9892329459671e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin56",0.000156062183313617,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin48",1.39202093599488e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas"
"Bin57",2.68240930079147e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin1",1.39202093599488e-06,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"Bin57",1.44866444092732e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin65",1.39202093599488e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Bin31",2.08803140399232e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Bin33",2.08803140399232e-06,"Bacteria","Pseudomonadota","unclassified_p__Pseudomonadota","unclassified_p__Pseudomonadota","unclassified_p__Pseudomonadota","unclassified_p__Pseudomonadota"
"Bin56",1.82365208175549e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bin48",1.39202093599488e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin47",3.32578106968357e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Lysobacter"
"Bin62",2.08803140399232e-06,"Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Catellatospora"
"Bin57",3.41646464385938e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin32",7.94559195816342e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales_","Phreatobacter"
"Bin10",3.75111303375215e-05,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin40",3.19695732914328e-05,"Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"Bin33",2.69818730608e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Pararhizobium"
"Bin65",1.39202093599488e-06,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Williamsia"
"Bin32",1.81852279593804e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Bin56",1.39202093599488e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin71",1.39202093599488e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","unclassified_f__Caulobacteraceae"
"Bin10",1.39202093599488e-06,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Planococcus"
"Bin57",3.90481995474188e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bin65",1.31796794168767e-05,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Bin36",1.39202093599488e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin42",5.21872785133715e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum"
"Bin12",0.000355757281684216,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Psychrobacillus"
"Bin65",8.3941141607946e-06,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Dietziaceae","Dietzia"
"Bin42",6.15813835791388e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium"
"Bin48",1.39202093599488e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas"
"Bin63",2.78404187198975e-06,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia"
"Bin56",3.48005233998719e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin58",2.08803140399232e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","unclassified_f__Caulobacteraceae"
"Bin57",3.65063505155479e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin65",2.08803140399232e-06,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","unclassified_o__Micrococcales","unclassified_o__Micrococcales"
"Bin57",1.39202093599488e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin36",3.98264279970252e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","unclassified_f__Lysobacteraceae"
"Bin56",2.08803140399232e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin13",1.34091664313581e-05,"Bacteria","Bacillota","Bacilli","unclassified_c__Bacilli","unclassified_c__Bacilli","unclassified_c__Bacilli"
"Bin57",2.85533704388994e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bin64",1.07455851826809e-05,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","unclassified_f__Micrococcaceae"
"Bin31",1.59253419967194e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"Bin31",1.59253419967194e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_f__Sphingomonadaceae"
"Bin82",3.18506839934388e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin62",4.3360419238279e-05,"Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae","Streptomyces"
"Bin12",1.59253419967194e-06,"Bacteria","Bacillota","Bacilli","unclassified_c__Bacilli","unclassified_c__Bacilli","unclassified_c__Bacilli"
"Bin62",3.52312506034471e-06,"Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae","Streptomyces"
"Bin60",1.77876148626255e-05,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter"
"Bin65",1.59253419967194e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Bin42",1.59253419967194e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin19",9.98917288808346e-05,"Bacteria","Myxococcota","bacteriap25","norank_c__bacteriap25","norank_c__bacteriap25","norank_c__bacteriap25"
"Bin18",3.18506839934388e-06,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","OM27_clade"
"Bin33",0.000376259109653934,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","unclassified_f__Paracoccaceae"
"Bin62",1.59253419967194e-06,"Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"Bin47",5.60877848088681e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Tahibacter"
"Bin19",2.71868957071231e-05,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"Bin71",1.59253419967194e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","unclassified_f__Rhizobiaceae"
"Bin71",5.01986167443657e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","norank_f__Caulobacteraceae"
"Bin1",4.15380978933845e-05,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bin23",1.25749241516028e-05,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","norank_f__Vermiphilaceae"
"Bin50",1.59253419967194e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bin26",1.59253419967194e-06,"Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter"
"Bin74",3.13271607663104e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","unclassified_f__Parachlamydiaceae"
"Bin18",1.59253419967194e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin81",1.59253419967194e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"Bin46",1.59253419967194e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_f__Comamonadaceae"
"Bin62",9.95226568515444e-06,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"Bin48",2.38880129950791e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin1",4.27262653863207e-05,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bin10",2.38880129950791e-06,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","unclassified_f__Planococcaceae"
"Bin47",1.59253419967194e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Luteimonas"
"Bin60",0.00471832580732209,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
"Bin42",0.000241321873566722,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Roseateles"
"Bin71",1.59253419967194e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Bin59",5.28411777567442e-06,"Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","norank_o__Gaiellales","norank_o__Gaiellales"
"Bin19",7.4050757164946e-06,"Bacteria","Myxococcota","Polyangiia","Nannocystales","Nannocystaceae","Nannocystis"
"Bin63",1.59253419967194e-06,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"Bin33",6.79943402401134e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Amaricoccus"
"Bin4",1.38723566174471e-05,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"Bin62",3.21075460897753e-05,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"Bin84",2.38880129950791e-06,"Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","norank_f__JG30-KF-CM45"
"Bin74",1.59253419967194e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin12",2.38880129950791e-06,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","unclassified_f__Bacillaceae"
"Bin64",2.38880129950791e-06,"Bacteria","Actinomycetota","Actinobacteria","unclassified_c__Actinobacteria","unclassified_c__Actinobacteria","unclassified_c__Actinobacteria"
"Bin62",0.00352002282819582,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthya"
"Bin31",3.98133549917985e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"Bin61",2.58714822985249e-05,"Bacteria","Actinomycetota","MB-A2-108","norank_c__MB-A2-108","norank_c__MB-A2-108","norank_c__MB-A2-108"
"Bin13",1.47214241219572e-05,"Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"Bin27",1.19629846229479e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria"
"Bin42",1.59253419967194e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin47",0.000412431229867899,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Arenimonas"
"Bin15",1.26040100208679e-05,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","unclassified_f__Lachnospiraceae"
"Bin42",2.38880129950791e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"Bin79",1.47233760316583e-05,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin62",1.90191915696282e-05,"Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"Bin4",3.34009951645861e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"Bin24",4.77760259901581e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Bin41",1.19013454743726e-05,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14","norank_f__67-14"
"Bin8",2.72685796050874e-06,"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera"
"Bin32",1.59253419967194e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_f__Sphingomonadaceae"
"Bin58",1.59253419967194e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin70",1.59253419967194e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin62",3.98133549917985e-06,"Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"Bin1",1.88506736408195e-05,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bin61",0.0233491708179044,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
