"Bin","TaxonRelativeAbundance","Domain","Phylum","Class","Order","Family","Genus"
"Bin54",1.26144127234012e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","norank_c__Gammaproteobacteria","norank_c__Gammaproteobacteria","norank_c__Gammaproteobacteria"
"Bin90",5.72242382683393e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin89",8.4096084822675e-07,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"Bin20",1.22441466274861e-06,"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","norank_o__Campylobacterales","norank_o__Campylobacterales"
"Bin17",8.4096084822675e-07,"Bacteria","MBNT15","norank_p__MBNT15","norank_p__MBNT15","norank_p__MBNT15","norank_p__MBNT15"
"Bin28",8.4096084822675e-07,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","norank_f__Vicinamibacteraceae"
"Bin65",2.04837645847253e-06,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"Bin2",3.16066689065947e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","norank_f__env.OPS_17"
"Bin24",1.26144127234012e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","norank_f__Pedosphaeraceae"
"Bin89",8.4096084822675e-07,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"Bin81",1.6819216964535e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Arenimonas"
"Bin77",2.18058577109738e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","unclassified_o__Chlamydiales","unclassified_o__Chlamydiales"
"Bin40",8.4096084822675e-07,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin84",2.06758017059017e-06,"Bacteria","Chloroflexota","TK10","norank_c__TK10","norank_c__TK10","norank_c__TK10"
"Bin20",8.4096084822675e-07,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Rectinema"
"Bin72",3.1542062798331e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Simkaniaceae","norank_f__Simkaniaceae"
"Bin69",8.4096084822675e-07,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin31",1.26144127234012e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Bin58",1.26144127234012e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter"
"Bin86",4.62528466524712e-06,"Bacteria","Patescibacteria","Gracilibacteria","norank_c__Gracilibacteria","norank_c__Gracilibacteria","norank_c__Gracilibacteria"
"Bin69",1.34296283213859e-06,"Bacteria","Acidobacteriota","Subgroup_18","norank_c__Subgroup_18","norank_c__Subgroup_18","norank_c__Subgroup_18"
"Bin65",2.82841162630147e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"Bin28",8.4096084822675e-07,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","norank_f__Vicinamibacteraceae"
"Bin23",1.5781320199423e-06,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","norank_f__Vermiphilaceae"
"Bin84",1.58487562534988e-06,"Bacteria","Chloroflexota","unclassified_p__Chloroflexota","unclassified_p__Chloroflexota","unclassified_p__Chloroflexota","unclassified_p__Chloroflexota"
"Bin74",8.4096084822675e-07,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"Bin21",1.26144127234012e-06,"Bacteria","Dependentiae","Babeliae","Babeliales","norank_o__Babeliales","norank_o__Babeliales"
"Bin21",8.4096084822675e-07,"Bacteria","Dependentiae","Babeliae","Babeliales","norank_o__Babeliales","norank_o__Babeliales"
"Bin75",4.75759931250386e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","cvE6","norank_f__cvE6"
"Bin82",2.97797319125116e-06,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bin34",8.31219455095115e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","unclassified_f__Hyphomicrobiaceae"
"Bin15",1.89100810826756e-06,"Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","HN-HF0106"
"Bin4",2.31927245049163e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas"
"Bin79",8.4096084822675e-07,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin70",3.34037081392275e-06,"Bacteria","Cyanobacteriota","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","norank_f__Obscuribacteraceae"
"Bin81",8.4096084822675e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"Bin92",8.4096084822675e-07,"Bacteria","Patescibacteria","ABY1","Candidatus_Kerfeldbacteria","norank_o__Candidatus_Kerfeldbacteria","norank_o__Candidatus_Kerfeldbacteria"
"Bin67",1.81373484351639e-06,"Bacteria","Bacillota","BRH-c20a","norank_c__BRH-c20a","norank_c__BRH-c20a","norank_c__BRH-c20a"
"Bin18",2.22134400012169e-06,"Bacteria","Thermodesulfobacteriota","Syntrophia","Syntrophales","Syntrophaceae","Syntrophus"
"Bin83",3.26884339415304e-06,"Bacteria","Elusimicrobiota","Endomicrobiia","Endomicrobiales","Endomicrobiaceae","Endomicrobium"
"Bin90",1.26144127234012e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin76",4.34779200924095e-06,"Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Geothrix"
"Bin68",8.4096084822675e-07,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Bin54",1.26144127234012e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","norank_c__Gammaproteobacteria","norank_c__Gammaproteobacteria","norank_c__Gammaproteobacteria"
"Bin68",1.3019721964821e-06,"Bacteria","Verrucomicrobiota","Kiritimatiellia","WCHB1-41","norank_o__WCHB1-41","norank_o__WCHB1-41"
"Bin90",1.19774627871177e-05,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin89",1.6819216964535e-06,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"Bin29",1.12740203498979e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","unclassified_f__Rickettsiaceae"
"Bin51",1.96555509329794e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"Bin90",2.10240212056688e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Adlerbacteria","norank_o__Candidatus_Adlerbacteria","norank_o__Candidatus_Adlerbacteria"
"Bin19",8.4096084822675e-07,"Bacteria","Myxococcota","Polyangiia","Blfdi19","norank_o__Blfdi19","norank_o__Blfdi19"
"Bin57",1.26144127234012e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin21",2.55167989197582e-06,"Bacteria","Dependentiae","Babeliae","Babeliales","norank_o__Babeliales","norank_o__Babeliales"
"Bin54",1.19467820542044e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bin50",1.60338983335716e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio"
"Bin35",8.4096084822675e-07,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","norank_o__Rhodospirillales","norank_o__Rhodospirillales"
"Bin91",4.01725468418564e-06,"Bacteria","Patescibacteria","Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria"
"Bin67",5.15543834980304e-06,"Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","norank_o__Veillonellales-Selenomonadales","norank_o__Veillonellales-Selenomonadales"
"Bin42",1.45970256751645e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"Bin2",2.53485348508067e-06,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","NS10_marine_group"
"Bin88",8.4096084822675e-07,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Pacebacteria","norank_o__Candidatus_Pacebacteria","norank_o__Candidatus_Pacebacteria"
"Bin25",8.4096084822675e-07,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","unclassified_f__Phycisphaeraceae"
"Bin87",1.26144127234012e-06,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","norank_o__Saccharimonadales","norank_o__Saccharimonadales"
"Bin92",8.4096084822675e-07,"Bacteria","Patescibacteria","ABY1","Candidatus_Falkowbacteria","norank_o__Candidatus_Falkowbacteria","norank_o__Candidatus_Falkowbacteria"
"Bin45",3.48589587684744e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","TRA3-20","norank_f__TRA3-20"
"Bin35",8.4096084822675e-07,"Bacteria","Pseudomonadota","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","unclassified_f__Paracaedibacteraceae"
"Bin90",8.4096084822675e-07,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"Bin81",6.23639444697661e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Bin18",8.75205008744861e-06,"Bacteria","Thermodesulfobacteriota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca"
"Bin35",1.75058138359015e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","norank_f__Micavibrionaceae"
"Bin52",1.93133627362502e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","norank_f__Rickettsiellaceae"
"Bin42",1.26144127234012e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","norank_f__Sutterellaceae"
"Bin85",1.26144127234012e-06,"Bacteria","Patescibacteria","WWE3","norank_c__WWE3","norank_c__WWE3","norank_c__WWE3"
"Bin81",1.10732343057285e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_f__Comamonadaceae"
"Bin52",1.6819216964535e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","norank_f__Rickettsiellaceae"
"Bin20",8.4096084822675e-07,"Bacteria","Nitrospirota","4-29-1","norank_c__4-29-1","norank_c__4-29-1","norank_c__4-29-1"
"Bin16",8.4096084822675e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"Bin29",1.98623651768332e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria","norank_f__Mitochondria"
"Bin86",1.26144127234012e-06,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria"
"Bin27",4.27740587573659e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","norank_c__Alphaproteobacteria","norank_c__Alphaproteobacteria","norank_c__Alphaproteobacteria"
"Bin19",1.6819216964535e-06,"Bacteria","NB1-j","norank_p__NB1-j","norank_p__NB1-j","norank_p__NB1-j","norank_p__NB1-j"
"Bin90",2.95739007300432e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin27",2.4001881747529e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter"
"Bin6",1.9459455245699e-06,"Bacteria","Planctomycetota","vadinHA49","norank_c__vadinHA49","norank_c__vadinHA49","norank_c__vadinHA49"
"Bin2",2.44108629806202e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","norank_f__env.OPS_17"
"Bin68",8.00062724917634e-07,"Bacteria","Verrucomicrobiota","Kiritimatiellia","WCHB1-41","norank_o__WCHB1-41","norank_o__WCHB1-41"
"Bin24",7.14196113348435e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","unclassified_f__Pedosphaeraceae"
"Bin38",1.60012544983527e-06,"Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group"
"Bin79",0.000243958318356597,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin90",2.80021953721172e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin87",3.90001562105168e-05,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","unclassified_o__Saccharimonadales","unclassified_o__Saccharimonadales"
"Bin79",1.20009408737645e-06,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin76",1.95358625527347e-06,"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","norank_f__Oligoflexaceae"
"Bin19",1.25248426597398e-06,"Bacteria","Myxococcota","Polyangiia","Blfdi19","norank_o__Blfdi19","norank_o__Blfdi19"
"Bin45",8.00062724917634e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sterolibacterium"
"Bin35",6.00047043688225e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","norank_o__Rhodospirillales","norank_o__Rhodospirillales"
"Bin42",1.24099221068557e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","unclassified_o__Burkholderiales","unclassified_o__Burkholderiales"
"Bin88",8.00062724917634e-07,"Bacteria","Patescibacteria","WWE3","norank_c__WWE3","norank_c__WWE3","norank_c__WWE3"
"Bin22",1.90701569825286e-06,"Bacteria","Dependentiae","Babeliae","Babeliales","norank_o__Babeliales","norank_o__Babeliales"
"Bin20",1.70209607128829e-06,"Bacteria","Nitrospirota","Thermodesulfovibrionia","norank_c__Thermodesulfovibrionia","norank_c__Thermodesulfovibrionia","norank_c__Thermodesulfovibrionia"
"Bin80",2.4001881747529e-06,"Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","CENA518"
"Bin75",2.04796604169931e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","cvE6","norank_f__cvE6"
"Bin92",8.00062724917634e-07,"Bacteria","Patescibacteria","ABY1","Candidatus_Falkowbacteria","norank_o__Candidatus_Falkowbacteria","norank_o__Candidatus_Falkowbacteria"
"Bin77",8.00062724917634e-07,"Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"Bin22",1.54397750204077e-06,"Bacteria","Dependentiae","Babeliae","Babeliales","norank_o__Babeliales","norank_o__Babeliales"
"Bin54",8.00062724917634e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bin26",4.02054267494101e-06,"Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","norank_f__Gemmatimonadaceae"
"Bin5",1.20009408737645e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","norank_f__Saprospiraceae"
"Bin45",2.55516138897085e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Gallionellaceae","unclassified_f__Gallionellaceae"
"Bin38",3.55054961831847e-06,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","norank_f__Fimbriimonadaceae"
"Bin89",1.20009408737645e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Liptonbacteria","norank_o__Candidatus_Liptonbacteria","norank_o__Candidatus_Liptonbacteria"
"Bin70",1.20009408737645e-06,"Bacteria","Cyanobacteriota","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","norank_f__Obscuribacteraceae"
"Bin80",8.00062724917634e-07,"Bacteria","Cyanobacteriota","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena_PCC-7429"
"Bin80",0.000111916244216124,"Bacteria","Cyanobacteriota","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena_PCC-7429"
"Bin25",2.74167456109426e-06,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3"
"Bin2",4.17104574079621e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","norank_f__env.OPS_17"
"Bin30",3.48513538800432e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","unclassified_o__Rickettsiales","unclassified_o__Rickettsiales"
"Bin79",8.00062724917634e-07,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin57",6.7348589540526e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Permianibacter"
"Bin74",3.91471367032319e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","unclassified_f__Parachlamydiaceae"
"Bin89",8.00062724917634e-07,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Yanofskybacteria","norank_o__Candidatus_Yanofskybacteria","norank_o__Candidatus_Yanofskybacteria"
"Bin39",8.00062724917634e-07,"Bacteria","SAR324_clade(Marine_group_B)","norank_p__SAR324_clade(Marine_group_B)","norank_p__SAR324_clade(Marine_group_B)","norank_p__SAR324_clade(Marine_group_B)","norank_p__SAR324_clade(Marine_group_B)"
"Bin57",9.32863052324066e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","norank_f__Moraxellaceae"
"Bin17",9.86979150059937e-06,"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae","unclassified_f__Geobacteraceae"
"Bin90",3.59155583754567e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin71",1.60012544983527e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","unclassified_o__Hyphomicrobiales","unclassified_o__Hyphomicrobiales"
"Bin89",3.68353363533119e-06,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"Bin35",6.16623077987385e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","norank_f__Micavibrionaceae"
"Bin20",8.00062724917634e-07,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","norank_o__0319-6G20","norank_o__0319-6G20"
"Bin16",1.60012544983527e-06,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","norank_o__Vicinamibacterales","norank_o__Vicinamibacterales"
"Bin3",1.60012544983527e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
